state,yr,qtr,index_sa
MS,1995,1,116.50
MS,1995,2,117.78
MS,1995,3,118.82
MS,1995,4,120.36
MS,1996,1,120.35
MS,1996,2,121.53
MS,1996,3,123.92
MS,1996,4,124.71
MS,1997,1,125.42
MS,1997,2,126.55
MS,1997,3,126.65
MS,1997,4,127.70
MS,1998,1,129.85
MS,1998,2,131.01
MS,1998,3,131.79
MS,1998,4,134.28
MS,1999,1,136.00
MS,1999,2,137.11
MS,1999,3,138.37
MS,1999,4,138.11
MS,2000,1,139.10
MS,2000,2,141.36
MS,2000,3,142.61
MS,2000,4,142.59
MS,2001,1,143.30
MS,2001,2,144.59
MS,2001,3,146.00
MS,2001,4,147.41
MS,2002,1,147.85
MS,2002,2,147.48
MS,2002,3,149.76
MS,2002,4,152.43
MS,2003,1,153.20
MS,2003,2,153.78
MS,2003,3,154.65
MS,2003,4,154.96
MS,2004,1,157.67
MS,2004,2,160.17
MS,2004,3,161.77
MS,2004,4,162.26
MS,2005,1,166.28
MS,2005,2,168.16
MS,2005,3,172.67
MS,2005,4,177.97
MS,2006,1,181.18
MS,2006,2,185.13
MS,2006,3,188.02
MS,2006,4,191.43
MS,2007,1,197.04
MS,2007,2,193.72
MS,2007,3,192.52
MS,2007,4,193.94
MS,2008,1,193.13
MS,2008,2,192.03
MS,2008,3,185.06
MS,2008,4,185.86
MS,2009,1,180.29
MS,2009,2,181.41
MS,2009,3,182.52
MS,2009,4,178.14
MS,2010,1,176.53
MS,2010,2,176.38
MS,2010,3,175.82
MS,2010,4,172.41
MS,2011,1,170.74
MS,2011,2,171.77
MS,2011,3,172.39
MS,2011,4,176.82
MS,2012,1,174.60
MS,2012,2,173.52
MS,2012,3,176.25
MS,2012,4,176.31
MS,2013,1,181.03
MS,2013,2,181.31
MS,2013,3,178.78
MS,2013,4,179.41
MT,1991,1,100.00
MT,1991,2,104.24
MT,1991,3,106.36
MT,1991,4,109.72
MT,1992,1,112.10
MT,1992,2,113.52
MT,1992,3,117.57
MT,1992,4,120.62
MT,1993,1,124.73
MT,1993,2,128.81
MT,1993,3,131.46
MT,1993,4,136.06
MT,1994,1,138.11
MT,1994,2,145.03
MT,1994,3,142.87
MT,1994,4,146.86
MT,1995,1,148.72
MT,1995,2,149.46
MT,1995,3,153.15
MT,1995,4,153.36
MT,1996,1,154.72
MT,1996,2,157.30
MT,1996,3,158.85
MT,1996,4,158.41
MT,1997,1,161.96
MT,1997,2,160.64
MT,1997,3,160.20
MT,1997,4,162.24
MT,1998,1,163.71
MT,1998,2,164.15
MT,1998,3,164.63
MT,1998,4,166.33
MT,1999,1,166.86
MT,1999,2,169.58
MT,1999,3,172.42
MT,1999,4,172.52
MT,2000,1,174.54
MT,2000,2,176.29
MT,2000,3,178.62
MT,2000,4,179.93
MT,2001,1,186.70
MT,2001,2,186.13
MT,2001,3,186.63
MT,2001,4,191.07
MT,2002,1,194.61
MT,2002,2,196.42
MT,2002,3,201.25
MT,2002,4,205.42
MT,2003,1,209.00
MT,2003,2,214.60
MT,2003,3,220.04
MT,2003,4,223.87
MT,2004,1,227.98
MT,2004,2,235.92
MT,2004,3,242.00
MT,2004,4,246.75
MT,2005,1,253.73
MT,2005,2,263.78
MT,2005,3,268.86
MT,2005,4,277.43
MT,2006,1,286.60
MT,2006,2,292.27
MT,2006,3,300.07
MT,2006,4,305.36
MT,2007,1,309.26
MT,2007,2,315.29
MT,2007,3,315.67
MT,2007,4,321.19
MT,2008,1,318.83
MT,2008,2,315.01
MT,2008,3,313.74
MT,2008,4,304.07
MT,2009,1,309.42
MT,2009,2,303.32
MT,2009,3,304.33
MT,2009,4,301.26
MT,2010,1,299.95
MT,2010,2,296.20
MT,2010,3,292.26
MT,2010,4,283.35
MT,2011,1,280.84
MT,2011,2,289.14
MT,2011,3,284.74
MT,2011,4,287.22
MT,2012,1,287.63
MT,2012,2,292.27
MT,2012,3,297.95
MT,2012,4,306.37
MT,2013,1,313.84
MT,2013,2,313.96
MT,2013,3,317.41
MT,2013,4,325.09
NC,1991,1,100.00
NC,1991,2,100.14
NC,1991,3,99.76
NC,1991,4,101.13
NC,1992,1,102.08
NC,1992,2,102.19
NC,1992,3,103.41
NC,1992,4,104.31
NC,1993,1,104.05
NC,1993,2,105.88
NC,1993,3,106.70
NC,1993,4,107.92
NC,1994,1,109.41
NC,1994,2,111.15
NC,1994,3,112.82
NC,1994,4,114.24
NC,1995,1,115.45
NC,1995,2,116.21
NC,1995,3,117.65
NC,1995,4,118.98
NC,1996,1,120.83
NC,1996,2,121.85
NC,1996,3,123.56
NC,1996,4,124.26
NC,1997,1,125.85
NC,1997,2,127.62
NC,1997,3,128.22
NC,1997,4,129.87
NC,1998,1,130.77
NC,1998,2,132.23
NC,1998,3,133.68
NC,1998,4,135.14
NC,1999,1,136.47
NC,1999,2,138.20
NC,1999,3,139.47
NC,1999,4,141.10
NC,2000,1,141.76
NC,2000,2,143.54
NC,2000,3,145.20
NC,2000,4,146.46
NC,2001,1,147.94
NC,2001,2,148.61
NC,2001,3,149.43
NC,2001,4,150.00
NC,2002,1,151.43
NC,2002,2,152.53
NC,2002,3,154.13
NC,2002,4,155.35
NC,2003,1,156.62
NC,2003,2,157.74
NC,2003,3,158.75
NC,2003,4,160.13
NC,2004,1,161.66
NC,2004,2,165.23
NC,2004,3,166.53
NC,2004,4,169.53
NC,2005,1,172.89
NC,2005,2,175.19
NC,2005,3,178.66
NC,2005,4,183.04
NC,2006,1,187.02
NC,2006,2,189.52
NC,2006,3,193.38
NC,2006,4,197.41
NC,2007,1,199.81
NC,2007,2,200.59
NC,2007,3,202.95
NC,2007,4,201.74
NC,2008,1,201.67
NC,2008,2,202.75
NC,2008,3,198.47
NC,2008,4,193.70
NC,2009,1,199.35
NC,2009,2,194.73
NC,2009,3,193.12
NC,2009,4,190.91
NC,2010,1,186.91
NC,2010,2,186.29
NC,2010,3,182.70
NC,2010,4,185.18
NC,2011,1,176.14
NC,2011,2,175.83
NC,2011,3,176.77
NC,2011,4,177.86
NC,2012,1,176.18
NC,2012,2,177.61
NC,2012,3,178.63
NC,2012,4,180.00
NC,2013,1,185.04
NC,2013,2,186.91
NC,2013,3,190.15
NC,2013,4,191.17
ND,1991,1,100.00
ND,1991,2,99.87
ND,1991,3,98.57
ND,1991,4,100.41
ND,1992,1,101.75
ND,1992,2,103.05
ND,1992,3,103.29
ND,1992,4,105.19
ND,1993,1,107.20
ND,1993,2,108.82
ND,1993,3,112.06
ND,1993,4,113.87
ND,1994,1,114.63
ND,1994,2,117.41
ND,1994,3,118.32
ND,1994,4,119.29
ND,1995,1,121.76
ND,1995,2,122.28
ND,1995,3,119.78
ND,1995,4,122.85
ND,1996,1,123.29
ND,1996,2,123.88
ND,1996,3,125.87
ND,1996,4,126.01
ND,1997,1,126.72
ND,1997,2,127.14
ND,1997,3,129.67
ND,1997,4,129.20
ND,1998,1,129.71
ND,1998,2,131.93
ND,1998,3,134.13
ND,1998,4,135.69
ND,1999,1,135.36
ND,1999,2,136.58
ND,1999,3,136.40
ND,1999,4,136.40
ND,2000,1,139.50
ND,2000,2,139.19
ND,2000,3,140.87
ND,2000,4,138.36
ND,2001,1,143.94
ND,2001,2,143.62
ND,2001,3,143.05
ND,2001,4,147.16
ND,2002,1,147.99
ND,2002,2,150.69
ND,2002,3,153.30
ND,2002,4,157.65
ND,2003,1,158.84
ND,2003,2,160.12
ND,2003,3,162.96
ND,2003,4,164.90
ND,2004,1,166.94
ND,2004,2,171.34
ND,2004,3,174.77
ND,2004,4,177.19
ND,2005,1,182.13
ND,2005,2,184.13
ND,2005,3,187.86
ND,2005,4,192.15
ND,2006,1,191.64
ND,2006,2,199.16
ND,2006,3,200.37
ND,2006,4,202.42
ND,2007,1,204.11
ND,2007,2,207.64
ND,2007,3,210.02
ND,2007,4,207.96
ND,2008,1,211.12
ND,2008,2,211.64
ND,2008,3,212.89
ND,2008,4,213.58
ND,2009,1,213.02
ND,2009,2,219.26
ND,2009,3,215.49
ND,2009,4,217.52
ND,2010,1,225.38
ND,2010,2,219.82
ND,2010,3,218.66
ND,2010,4,224.54
ND,2011,1,228.19
ND,2011,2,229.19
ND,2011,3,231.72
ND,2011,4,234.73
ND,2012,1,238.21
ND,2012,2,246.05
ND,2012,3,253.52
ND,2012,4,257.13
ND,2013,1,259.71
ND,2013,2,263.37
ND,2013,3,270.34
ND,2013,4,272.83
NE,1991,1,100.00
NE,1991,2,101.28
NE,1991,3,101.68
NE,1991,4,102.27
NE,1992,1,106.37
NE,1992,2,106.92
NE,1992,3,108.74
NE,1992,4,110.54
NE,1993,1,112.45
NE,1993,2,114.38
NE,1993,3,116.42
NE,1993,4,120.16
NE,1994,1,120.46
NE,1994,2,121.05
NE,1994,3,123.54
NE,1994,4,124.34
NE,1995,1,125.97
NE,1995,2,128.29
NE,1995,3,129.32
NE,1995,4,130.73
NE,1996,1,132.24
NE,1996,2,134.34
NE,1996,3,136.22
NE,1996,4,137.24
NE,1997,1,139.09
NE,1997,2,141.38
NE,1997,3,142.02
NE,1997,4,144.42
NE,1998,1,147.57
NE,1998,2,147.22
NE,1998,3,148.17
NE,1998,4,154.23
NE,1999,1,154.39
NE,1999,2,155.64
NE,1999,3,156.87
NE,1999,4,157.45
NE,2000,1,158.76
NE,2000,2,160.52
NE,2000,3,161.52
NE,2000,4,162.80
NE,2001,1,163.12
NE,2001,2,165.39
NE,2001,3,166.35
NE,2001,4,166.92
NE,2002,1,169.04
NE,2002,2,170.25
NE,2002,3,172.14
NE,2002,4,173.98
NE,2003,1,176.30
NE,2003,2,177.55
NE,2003,3,178.93
NE,2003,4,180.79
NE,2004,1,182.87
NE,2004,2,183.30
NE,2004,3,187.40
NE,2004,4,189.16
NE,2005,1,190.79
NE,2005,2,190.49
NE,2005,3,192.94
NE,2005,4,194.71
NE,2006,1,195.64
NE,2006,2,197.82
NE,2006,3,198.78
NE,2006,4,198.15
NE,2007,1,199.88
NE,2007,2,200.77
NE,2007,3,199.03
NE,2007,4,197.80
NE,2008,1,196.35
NE,2008,2,193.91
NE,2008,3,191.96
NE,2008,4,192.24
NE,2009,1,191.04
NE,2009,2,193.91
NE,2009,3,195.55
NE,2009,4,195.89
NE,2010,1,190.99
NE,2010,2,194.42
NE,2010,3,192.85
NE,2010,4,187.74
NE,2011,1,189.94
NE,2011,2,189.40
NE,2011,3,191.75
NE,2011,4,192.18
NE,2012,1,194.30
NE,2012,2,196.43
NE,2012,3,197.11
NE,2012,4,201.53
NE,2013,1,203.97
NE,2013,2,204.89
NE,2013,3,207.69
NE,2013,4,210.73
NH,1991,1,100.00
NH,1991,2,98.63
NH,1991,3,97.20
NH,1991,4,95.75
NH,1992,1,95.86
NH,1992,2,94.55
NH,1992,3,93.31
NH,1992,4,93.42
NH,1993,1,91.81
NH,1993,2,92.48
NH,1993,3,92.65
NH,1993,4,92.85
NH,1994,1,94.69
NH,1994,2,93.29
NH,1994,3,93.40
NH,1994,4,94.23
NH,1995,1,92.79
NH,1995,2,94.90
NH,1995,3,95.70
NH,1995,4,95.78
NH,1996,1,96.30
NH,1996,2,96.78
NH,1996,3,99.06
NH,1996,4,98.14
NH,1997,1,100.28
NH,1997,2,101.62
NH,1997,3,102.43
NH,1997,4,104.51
NH,1998,1,106.36
NH,1998,2,108.69
NH,1998,3,111.50
NH,1998,4,113.53
NH,1999,1,116.06
NH,1999,2,120.58
NH,1999,3,122.32
NH,1999,4,125.83
NH,2000,1,130.91
NH,2000,2,135.17
NH,2000,3,139.36
NH,2000,4,146.56
NH,2001,1,150.01
NH,2001,2,154.96
NH,2001,3,160.58
NH,2001,4,163.93
NH,2002,1,167.69
NH,2002,2,173.75
NH,2002,3,181.69
NH,2002,4,185.19
NH,2003,1,189.90
NH,2003,2,194.39
NH,2003,3,198.61
NH,2003,4,204.81
NH,2004,1,209.70
NH,2004,2,213.52
NH,2004,3,217.24
NH,2004,4,224.28
NH,2005,1,229.30
NH,2005,2,232.15
NH,2005,3,236.52
NH,2005,4,238.21
NH,2006,1,237.12
NH,2006,2,236.71
NH,2006,3,234.27
NH,2006,4,230.78
NH,2007,1,233.05
NH,2007,2,232.31
NH,2007,3,228.65
NH,2007,4,224.22
NH,2008,1,220.46
NH,2008,2,215.69
NH,2008,3,209.89
NH,2008,4,204.93
NH,2009,1,210.11
NH,2009,2,205.57
NH,2009,3,198.99
NH,2009,4,203.26
NH,2010,1,196.67
NH,2010,2,196.24
NH,2010,3,199.79
NH,2010,4,196.04
NH,2011,1,190.06
NH,2011,2,189.00
NH,2011,3,190.62
NH,2011,4,192.58
NH,2012,1,188.66
NH,2012,2,189.88
NH,2012,3,188.43
NH,2012,4,189.79
NH,2013,1,194.32
NH,2013,2,197.56
NH,2013,3,199.19
NH,2013,4,198.79
NJ,1991,1,100.00
NJ,1991,2,99.36
NJ,1991,3,99.09
NJ,1991,4,99.63
NJ,1992,1,101.26
NJ,1992,2,100.50
NJ,1992,3,100.65
NJ,1992,4,101.39
NJ,1993,1,100.62
NJ,1993,2,101.34
NJ,1993,3,101.32
NJ,1993,4,102.01
NJ,1994,1,102.48
NJ,1994,2,102.23
NJ,1994,3,102.28
NJ,1994,4,101.61
NJ,1995,1,101.77
NJ,1995,2,101.51
NJ,1995,3,102.16
NJ,1995,4,101.94
NJ,1996,1,102.06
NJ,1996,2,102.80
NJ,1996,3,102.56
NJ,1996,4,102.87
NJ,1997,1,103.02
NJ,1997,2,103.77
NJ,1997,3,104.11
NJ,1997,4,105.64
NJ,1998,1,107.08
NJ,1998,2,108.28
NJ,1998,3,109.60
NJ,1998,4,110.77
NJ,1999,1,112.73
NJ,1999,2,115.24
NJ,1999,3,118.02
NJ,1999,4,120.16
NJ,2000,1,123.40
NJ,2000,2,126.40
NJ,2000,3,129.37
NJ,2000,4,133.62
NJ,2001,1,137.42
NJ,2001,2,140.53
NJ,2001,3,145.66
NJ,2001,4,149.80
NJ,2002,1,154.39
NJ,2002,2,160.52
NJ,2002,3,166.92
NJ,2002,4,173.29
NJ,2003,1,177.38
NJ,2003,2,183.78
NJ,2003,3,189.28
NJ,2003,4,195.76
NJ,2004,1,202.51
NJ,2004,2,209.91
NJ,2004,3,217.20
NJ,2004,4,225.14
NJ,2005,1,232.56
NJ,2005,2,239.98
NJ,2005,3,248.60
NJ,2005,4,254.30
NJ,2006,1,258.03
NJ,2006,2,259.84
NJ,2006,3,258.58
NJ,2006,4,257.87
NJ,2007,1,258.48
NJ,2007,2,258.08
NJ,2007,3,254.45
NJ,2007,4,253.21
NJ,2008,1,248.52
NJ,2008,2,242.95
NJ,2008,3,238.19
NJ,2008,4,233.73
NJ,2009,1,232.75
NJ,2009,2,227.58
NJ,2009,3,225.35
NJ,2009,4,223.56
NJ,2010,1,225.56
NJ,2010,2,223.19
NJ,2010,3,220.79
NJ,2010,4,220.26
NJ,2011,1,214.71
NJ,2011,2,210.32
NJ,2011,3,210.17
NJ,2011,4,208.27
NJ,2012,1,206.44
NJ,2012,2,208.03
NJ,2012,3,207.03
NJ,2012,4,207.83
NJ,2013,1,210.09
NJ,2013,2,212.72
NJ,2013,3,213.63
NJ,2013,4,213.78
NM,1991,1,100.00
NM,1991,2,100.99
NM,1991,3,100.86
NM,1991,4,103.60
NM,1992,1,106.19
NM,1992,2,106.26
NM,1992,3,108.09
NM,1992,4,110.40
NM,1993,1,111.77
NM,1993,2,115.33
NM,1993,3,118.07
NM,1993,4,120.54
NM,1994,1,125.18
NM,1994,2,126.94
NM,1994,3,130.59
NM,1994,4,133.34
NM,1995,1,133.45
NM,1995,2,135.75
NM,1995,3,137.42
NM,1995,4,136.80
NM,1996,1,137.18
NM,1996,2,138.83
NM,1996,3,138.66
NM,1996,4,138.09
NM,1997,1,139.37
NM,1997,2,140.47
NM,1997,3,138.82
NM,1997,4,139.13
NM,1998,1,139.62
NM,1998,2,140.35
NM,1998,3,141.84
NM,1998,4,143.56
NM,1999,1,144.24
NM,1999,2,143.49
NM,1999,3,144.41
NM,1999,4,146.31
NM,2000,1,145.67
NM,2000,2,145.46
NM,2000,3,146.07
NM,2000,4,145.83
NM,2001,1,149.01
NM,2001,2,149.72
NM,2001,3,150.94
NM,2001,4,151.20
NM,2002,1,153.11
NM,2002,2,156.33
NM,2002,3,158.29
NM,2002,4,161.14
NM,2003,1,162.69
NM,2003,2,165.15
NM,2003,3,168.37
NM,2003,4,171.74
NM,2004,1,174.97
NM,2004,2,178.85
NM,2004,3,182.93
NM,2004,4,186.73
NM,2005,1,192.92
NM,2005,2,199.95
NM,2005,3,207.76
NM,2005,4,215.25
NM,2006,1,221.48
NM,2006,2,228.92
NM,2006,3,234.15
NM,2006,4,238.65
NM,2007,1,242.08
NM,2007,2,244.46
NM,2007,3,242.39
NM,2007,4,240.73
NM,2008,1,241.77
NM,2008,2,238.04
NM,2008,3,235.43
NM,2008,4,233.14
NM,2009,1,224.94
NM,2009,2,228.07
NM,2009,3,222.41
NM,2009,4,223.98
NM,2010,1,222.18
NM,2010,2,214.83
NM,2010,3,213.48
NM,2010,4,211.65
NM,2011,1,206.47
NM,2011,2,202.38
NM,2011,3,203.96
NM,2011,4,202.68
NM,2012,1,202.21
NM,2012,2,207.96
NM,2012,3,206.55
NM,2012,4,203.80
NM,2013,1,208.49
NM,2013,2,210.65
NM,2013,3,211.41
NM,2013,4,213.68
NV,1991,1,100.00
NV,1991,2,100.08
NV,1991,3,100.21
NV,1991,4,101.67
NV,1992,1,103.24
NV,1992,2,101.39
NV,1992,3,103.61
NV,1992,4,104.24
NV,1993,1,104.36
NV,1993,2,105.23
NV,1993,3,105.55
NV,1993,4,106.42
NV,1994,1,107.96
NV,1994,2,108.60
NV,1994,3,109.67
NV,1994,4,110.26
NV,1995,1,110.93
NV,1995,2,112.80
NV,1995,3,113.33
NV,1995,4,113.75
NV,1996,1,114.48
NV,1996,2,114.87
NV,1996,3,115.25
NV,1996,4,115.66
NV,1997,1,116.72
NV,1997,2,116.88
NV,1997,3,118.26
NV,1997,4,117.95
NV,1998,1,116.87
NV,1998,2,118.54
NV,1998,3,119.00
NV,1998,4,120.32
NV,1999,1,121.17
NV,1999,2,121.04
NV,1999,3,122.70
NV,1999,4,123.93
NV,2000,1,124.52
NV,2000,2,126.23
NV,2000,3,126.39
NV,2000,4,128.45
NV,2001,1,131.53
NV,2001,2,133.86
NV,2001,3,135.90
NV,2001,4,138.47
NV,2002,1,141.12
NV,2002,2,143.15
NV,2002,3,146.75
NV,2002,4,150.38
NV,2003,1,154.41
NV,2003,2,158.09
NV,2003,3,165.28
NV,2003,4,175.96
NV,2004,1,187.84
NV,2004,2,206.12
NV,2004,3,221.33
NV,2004,4,231.46
NV,2005,1,242.01
NV,2005,2,256.54
NV,2005,3,260.14
NV,2005,4,271.36
NV,2006,1,276.00
NV,2006,2,272.69
NV,2006,3,271.06
NV,2006,4,268.39
NV,2007,1,265.68
NV,2007,2,261.06
NV,2007,3,250.04
NV,2007,4,236.17
NV,2008,1,220.15
NV,2008,2,198.93
NV,2008,3,183.97
NV,2008,4,160.67
NV,2009,1,151.54
NV,2009,2,143.42
NV,2009,3,136.35
NV,2009,4,135.47
NV,2010,1,132.49
NV,2010,2,131.90
NV,2010,3,128.77
NV,2010,4,125.74
NV,2011,1,120.56
NV,2011,2,114.49
NV,2011,3,112.82
NV,2011,4,109.89
NV,2012,1,112.42
NV,2012,2,118.78
NV,2012,3,124.09
NV,2012,4,131.02
NV,2013,1,138.28
NV,2013,2,146.01
NV,2013,3,156.42
NV,2013,4,162.88
NY,1991,1,100.00
NY,1991,2,99.21
NY,1991,3,99.18
NY,1991,4,99.70
NY,1992,1,101.14
NY,1992,2,100.15
NY,1992,3,100.52
NY,1992,4,101.82
NY,1993,1,100.23
NY,1993,2,101.03
NY,1993,3,100.36
NY,1993,4,100.18
NY,1994,1,99.86
NY,1994,2,99.68
NY,1994,3,99.26
NY,1994,4,98.58
NY,1995,1,98.80
NY,1995,2,98.84
NY,1995,3,99.00
NY,1995,4,98.42
NY,1996,1,99.93
NY,1996,2,99.01
NY,1996,3,99.24
NY,1996,4,99.27
NY,1997,1,99.77
NY,1997,2,100.59
NY,1997,3,100.83
NY,1997,4,101.53
NY,1998,1,102.44
NY,1998,2,104.26
NY,1998,3,106.22
NY,1998,4,107.92
NY,1999,1,109.74
NY,1999,2,112.25
NY,1999,3,114.84
NY,1999,4,117.35
NY,2000,1,120.19
NY,2000,2,122.50
NY,2000,3,125.60
NY,2000,4,128.96
NY,2001,1,131.76
NY,2001,2,135.19
NY,2001,3,138.69
NY,2001,4,142.44
NY,2002,1,146.52
NY,2002,2,151.01
NY,2002,3,155.73
NY,2002,4,159.33
NY,2003,1,165.90
NY,2003,2,168.30
NY,2003,3,173.40
NY,2003,4,178.88
NY,2004,1,183.87
NY,2004,2,188.68
NY,2004,3,192.41
NY,2004,4,198.21
NY,2005,1,202.47
NY,2005,2,204.96
NY,2005,3,212.09
NY,2005,4,214.47
NY,2006,1,217.27
NY,2006,2,218.33
NY,2006,3,217.39
NY,2006,4,218.16
NY,2007,1,218.65
NY,2007,2,220.53
NY,2007,3,219.89
NY,2007,4,219.51
NY,2008,1,218.09
NY,2008,2,216.56
NY,2008,3,215.96
NY,2008,4,211.84
NY,2009,1,211.03
NY,2009,2,208.69
NY,2009,3,208.61
NY,2009,4,209.39
NY,2010,1,208.75
NY,2010,2,208.38
NY,2010,3,207.09
NY,2010,4,207.92
NY,2011,1,202.88
NY,2011,2,203.54
NY,2011,3,202.92
NY,2011,4,201.23
NY,2012,1,202.24
NY,2012,2,202.85
NY,2012,3,202.96
NY,2012,4,203.95
NY,2013,1,205.30
NY,2013,2,206.72
NY,2013,3,208.99
NY,2013,4,211.49
OH,1991,1,100.00
OH,1991,2,100.58
OH,1991,3,101.15
OH,1991,4,102.26
OH,1992,1,104.28
OH,1992,2,104.84
OH,1992,3,106.13
OH,1992,4,107.29
OH,1993,1,108.13
OH,1993,2,109.48
OH,1993,3,111.08
OH,1993,4,112.57
OH,1994,1,113.76
OH,1994,2,115.34
OH,1994,3,116.32
OH,1994,4,117.53
OH,1995,1,119.18
OH,1995,2,119.73
OH,1995,3,121.30
OH,1995,4,122.72
OH,1996,1,124.28
OH,1996,2,125.68
OH,1996,3,126.58
OH,1996,4,127.53
OH,1997,1,128.35
OH,1997,2,129.20
OH,1997,3,130.31
OH,1997,4,131.11
OH,1998,1,132.73
OH,1998,2,133.63
OH,1998,3,134.88
OH,1998,4,136.76
OH,1999,1,138.66
OH,1999,2,139.98
OH,1999,3,141.66
OH,1999,4,142.94
OH,2000,1,144.27
OH,2000,2,145.81
OH,2000,3,147.21
OH,2000,4,148.44
OH,2001,1,149.80
OH,2001,2,151.18
OH,2001,3,152.25
OH,2001,4,153.57
OH,2002,1,155.61
OH,2002,2,155.99
OH,2002,3,157.75
OH,2002,4,159.50
OH,2003,1,160.74
OH,2003,2,162.24
OH,2003,3,163.57
OH,2003,4,165.19
OH,2004,1,166.65
OH,2004,2,167.80
OH,2004,3,169.23
OH,2004,4,170.48
OH,2005,1,171.93
OH,2005,2,173.25
OH,2005,3,173.60
OH,2005,4,175.13
OH,2006,1,175.84
OH,2006,2,175.67
OH,2006,3,174.90
OH,2006,4,174.80
OH,2007,1,175.04
OH,2007,2,173.75
OH,2007,3,172.11
OH,2007,4,170.26
OH,2008,1,167.26
OH,2008,2,165.31
OH,2008,3,162.85
OH,2008,4,159.34
OH,2009,1,158.58
OH,2009,2,158.71
OH,2009,3,159.00
OH,2009,4,159.34
OH,2010,1,159.12
OH,2010,2,156.56
OH,2010,3,153.35
OH,2010,4,153.23
OH,2011,1,148.62
OH,2011,2,148.89
OH,2011,3,149.81
OH,2011,4,150.69
OH,2012,1,151.44
OH,2012,2,153.62
OH,2012,3,154.33
OH,2012,4,154.57
OH,2013,1,156.76
OH,2013,2,158.87
OH,2013,3,160.92
OH,2013,4,162.78
OK,1991,1,100.00
OK,1991,2,100.19
OK,1991,3,101.02
OK,1991,4,101.55
OK,1992,1,102.59
OK,1992,2,102.42
OK,1992,3,103.16
OK,1992,4,104.46
OK,1993,1,105.73
OK,1993,2,107.43
OK,1993,3,108.93
OK,1993,4,110.64
OK,1994,1,111.97
OK,1994,2,113.32
OK,1994,3,113.57
OK,1994,4,115.08
OK,1995,1,115.04
OK,1995,2,115.74
OK,1995,3,117.33
OK,1995,4,118.24
OK,1996,1,119.16
OK,1996,2,120.41
OK,1996,3,121.29
OK,1996,4,121.73
OK,1997,1,122.62
OK,1997,2,123.63
OK,1997,3,124.35
OK,1997,4,125.26
OK,1998,1,126.90
OK,1998,2,128.59
OK,1998,3,129.70
OK,1998,4,132.37
OK,1999,1,134.16
OK,1999,2,134.90
OK,1999,3,137.26
OK,1999,4,138.14
OK,2000,1,139.81
OK,2000,2,141.02
OK,2000,3,142.26
OK,2000,4,144.13
OK,2001,1,145.09
OK,2001,2,146.59
OK,2001,3,148.28
OK,2001,4,149.03
OK,2002,1,151.06
OK,2002,2,151.63
OK,2002,3,152.87
OK,2002,4,155.39
OK,2003,1,155.97
OK,2003,2,157.52
OK,2003,3,159.29
OK,2003,4,160.67
OK,2004,1,162.79
OK,2004,2,164.54
OK,2004,3,164.24
OK,2004,4,167.98
OK,2005,1,169.15
OK,2005,2,172.06
OK,2005,3,174.83
OK,2005,4,177.85
OK,2006,1,180.86
OK,2006,2,182.69
OK,2006,3,183.81
OK,2006,4,186.34
OK,2007,1,191.03
OK,2007,2,189.26
OK,2007,3,193.79
OK,2007,4,194.81
OK,2008,1,193.56
OK,2008,2,193.60
OK,2008,3,192.92
OK,2008,4,189.13
OK,2009,1,192.47
OK,2009,2,194.30
OK,2009,3,194.17
OK,2009,4,193.83
OK,2010,1,194.75
OK,2010,2,194.58
OK,2010,3,193.06
OK,2010,4,192.15
OK,2011,1,186.52
OK,2011,2,192.69
OK,2011,3,188.73
OK,2011,4,193.78
OK,2012,1,192.18
OK,2012,2,193.69
OK,2012,3,196.32
OK,2012,4,199.59
OK,2013,1,203.27
OK,2013,2,204.25
OK,2013,3,205.21
OK,2013,4,203.66
OR,1991,1,100.00
OR,1991,2,101.93
OR,1991,3,103.67
OR,1991,4,105.35
OR,1992,1,108.32
OR,1992,2,110.16
OR,1992,3,112.65
OR,1992,4,115.14
OR,1993,1,116.86
OR,1993,2,119.60
OR,1993,3,122.54
OR,1993,4,126.42
OR,1994,1,128.78
OR,1994,2,132.88
OR,1994,3,135.89
OR,1994,4,139.21
OR,1995,1,142.22
OR,1995,2,143.91
OR,1995,3,146.58
OR,1995,4,148.61
OR,1996,1,151.39
OR,1996,2,154.50
OR,1996,3,156.71
OR,1996,4,159.45
OR,1997,1,162.54
OR,1997,2,163.30
OR,1997,3,165.11
OR,1997,4,166.11
OR,1998,1,165.67
OR,1998,2,169.49
OR,1998,3,170.66
OR,1998,4,172.09
OR,1999,1,173.52
OR,1999,2,175.88
OR,1999,3,176.55
OR,1999,4,177.71
OR,2000,1,180.19
OR,2000,2,180.23
OR,2000,3,181.66
OR,2000,4,184.45
OR,2001,1,186.83
OR,2001,2,189.07
OR,2001,3,191.39
OR,2001,4,193.43
OR,2002,1,196.19
OR,2002,2,199.10
OR,2002,3,202.29
OR,2002,4,205.12
OR,2003,1,208.95
OR,2003,2,213.41
OR,2003,3,216.06
OR,2003,4,221.77
OR,2004,1,227.59
OR,2004,2,233.07
OR,2004,3,241.44
OR,2004,4,250.07
OR,2005,1,258.85
OR,2005,2,269.68
OR,2005,3,284.78
OR,2005,4,298.12
OR,2006,1,308.77
OR,2006,2,318.81
OR,2006,3,325.95
OR,2006,4,328.97
OR,2007,1,338.42
OR,2007,2,340.51
OR,2007,3,336.75
OR,2007,4,333.80
OR,2008,1,328.07
